Drug_ID,Drug_Name,Drug_Generic_Name,Drug_Manufacture_Name,Drug_Form,Drug_Strength
10946,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 750MG BASE/VIAL
10947,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 1.5GM BASE/VIAL
10948,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
10949,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,10MG/VIAL
10950,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,20MG/VIAL
10951,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,50MG/VIAL
10952,RUBEX,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,10MG/VIAL
10953,RUBEX,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,50MG/VIAL
10954,RUBEX,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,100MG/VIAL
10955,AMOXICILLIN,AMOXICILLIN,USA,FOR SUSPENSION;ORAL,125MG/5ML
10956,AMOXICILLIN,AMOXICILLIN,USA,FOR SUSPENSION;ORAL,250MG/5ML
10957,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
10958,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,SOLUTION;TOPICAL,EQ 1% BASE
10959,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
10960,GENTAMICIN SULFATE,GENTAMICIN SULFATE,USA,SOLUTION/DROPS;OPHTHALMIC,EQ 3MG BASE/ML
10961,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
10962,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 750MG BASE/VIAL
10963,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,USA,TABLET;ORAL,EQ 500MG BASE
10964,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,USA,TABLET;ORAL,EQ 250MG BASE
10965,NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE,DEXAMETHASONE; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,USA,OINTMENT;OPHTHALMIC,"0.1%;EQ 3.5MG BASE/GM;10,000 UNITS/GM"
10966,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
10967,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,SOLUTION;TOPICAL,EQ 1% BASE
10968,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
10969,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
10970,AMOXICILLIN,AMOXICILLIN,USA,FOR SUSPENSION;ORAL,125MG/5ML
10971,NYSTATIN,NYSTATIN,USA,CREAM;TOPICAL,"100,000 UNITS/GM"
10972,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
10973,VANCOR,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
10974,VANCOR,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
10975,ERYTHROMYCIN,ERYTHROMYCIN,USA,SOLUTION;TOPICAL,2%
10976,CEFADYL,CEPHAPIRIN SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
10977,CEFADYL,CEPHAPIRIN SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
10978,CEFADYL,CEPHAPIRIN SODIUM,USA,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL
10979,CEFADYL,CEPHAPIRIN SODIUM,USA,INJECTABLE;INJECTION,EQ 4GM BASE/VIAL
10980,CEPHALEXIN,CEPHALEXIN,USA,CAPSULE;ORAL,EQ 250MG BASE
10981,CEPHALEXIN,CEPHALEXIN,USA,CAPSULE;ORAL,EQ 500MG BASE
10982,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,2MG/ML
10983,CLOXACILLIN SODIUM,CLOXACILLIN SODIUM,USA,FOR SOLUTION;ORAL,EQ 125MG BASE/5ML
10984,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,USA,FOR SOLUTION;ORAL,EQ 125MG BASE/5ML
10985,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,USA,FOR SOLUTION;ORAL,EQ 250MG BASE/5ML
10986,AMPICILLIN TRIHYDRATE,AMPICILLIN/AMPICILLIN TRIHYDRATE,USA,FOR SUSPENSION;ORAL,EQ 125MG BASE/5ML
10987,AMPICILLIN TRIHYDRATE,AMPICILLIN/AMPICILLIN TRIHYDRATE,USA,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML
10988,OXACILLIN SODIUM,OXACILLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
10989,CEPHALEXIN,CEPHALEXIN,USA,FOR SUSPENSION;ORAL,EQ 125MG BASE/5ML
10990,CEPHALEXIN,CEPHALEXIN,USA,FOR SUSPENSION;ORAL,EQ 250MG BASE/5ML
10991,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL
10992,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
10993,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
10994,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL
10995,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
10996,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 20GM BASE/VIAL
10997,PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,USA,INJECTABLE;INJECTION,"1,000,000 UNITS/VIAL"
10998,PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,USA,INJECTABLE;INJECTION,"5,000,000 UNITS/VIAL"
10999,PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,USA,INJECTABLE;INJECTION,"10,000,000 UNITS/VIAL"
11000,PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,USA,INJECTABLE;INJECTION,"20,000,000 UNITS/VIAL"
11001,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,USA,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL
11002,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,USA,INJECTABLE;INJECTION,EQ 200MG BASE/VIAL
11003,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
11004,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11005,AMPICILLIN SODIUM,AMPICILLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
11006,E-BASE,ERYTHROMYCIN,USA,"TABLET, DELAYED RELEASE;ORAL",500MG
11007,POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,USA,INJECTABLE;INJECTION,"EQ 500,000 UNITS BASE/VIAL"
11008,AMOXICILLIN,AMOXICILLIN,USA,FOR SUSPENSION;ORAL,250MG/5ML
11009,ANCEF IN PLASTIC CONTAINER,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11010,ANCEF IN PLASTIC CONTAINER,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 20MG BASE/ML
11011,NAFCILLIN SODIUM,NAFCILLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
11012,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 100MG BASE
11013,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 75MG BASE
11014,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE,USA,CREAM;TOPICAL,"100,000 UNITS/GM;0.1%"
11015,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 50MG BASE
11016,PENICILLIN G SODIUM,PENICILLIN G SODIUM,USA,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS","5,000,000 UNITS/VIAL"
11017,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL
11018,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
11019,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11020,CEFADROXIL,CEFADROXIL/CEFADROXIL HEMIHYDRATE,USA,CAPSULE;ORAL,EQ 500MG BASE
11021,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL
11022,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
11023,KANAMYCIN SULFATE,KANAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 75MG BASE/2ML
11024,KANAMYCIN SULFATE,KANAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/2ML
11025,CEPHALEXIN,CEPHALEXIN,USA,TABLET;ORAL,EQ 250MG BASE
11026,CEPHALEXIN,CEPHALEXIN,USA,TABLET;ORAL,EQ 500MG BASE
11027,KANAMYCIN SULFATE,KANAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/3ML
11028,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 75MG BASE
11029,E-BASE,ERYTHROMYCIN,USA,"TABLET, DELAYED RELEASE;ORAL",333MG
11030,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 150MG BASE
11031,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 300MG BASE
11032,AMOXICILLIN,AMOXICILLIN,USA,CAPSULE;ORAL,250MG
11033,AMOXICILLIN,AMOXICILLIN,USA,CAPSULE;ORAL,500MG
11034,ERYTHROMYCIN,ERYTHROMYCIN,USA,SOLUTION;TOPICAL,2%
11035,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
11036,CEPHALEXIN,CEPHALEXIN,USA,CAPSULE;ORAL,EQ 250MG BASE
11037,CEPHALEXIN,CEPHALEXIN,USA,CAPSULE;ORAL,EQ 500MG BASE
11038,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 100MG BASE
11039,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 75MG BASE
11040,DYNACIN,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 100MG BASE
11041,DYNACIN,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 75MG BASE
11042,DYNACIN,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 50MG BASE
11043,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
11044,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL
11045,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
11046,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
11047,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11048,TOBRAMYCIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 80MG BASE/100ML
11049,TOBRAMYCIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 1.2MG BASE/ML
11050,TOBRAMYCIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 1.6MG BASE/ML
11051,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 75MG BASE
11052,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 150MG BASE
11053,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 300MG BASE
11054,E-BASE,ERYTHROMYCIN,USA,"TABLET, DELAYED RELEASE;ORAL",333MG
11055,KANAMYCIN SULFATE,KANAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/3ML
11056,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,10MG/VIAL
11057,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,20MG/VIAL
11058,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,50MG/VIAL
11059,ERYTHROMYCIN,ERYTHROMYCIN,USA,"CAPSULE, DELAYED REL PELLETS;ORAL",250MG
11060,TRIMOX,AMOXICILLIN,USA,CAPSULE;ORAL,250MG
11061,TRIMOX,AMOXICILLIN,USA,CAPSULE;ORAL,500MG
11062,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11063,GENTAMICIN SULFATE,GENTAMICIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11064,EMGEL,ERYTHROMYCIN,USA,GEL;TOPICAL,2%
11065,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11066,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11067,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11068,TOBRAMYCIN SULFATE (PHARMACY BULK),TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ
11069,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11070,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11071,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11072,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11073,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11074,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11075,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11076,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11077,AMPICILLIN SODIUM,AMPICILLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
11078,AMPICILLIN SODIUM,AMPICILLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
11079,GENTAMICIN SULFATE,GENTAMICIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11080,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11081,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
11082,ADRIAMYCIN PFS,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,2MG/ML
11083,ADRIAMYCIN PFS,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,200MG/100ML
11084,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 50MG BASE/ML
11085,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
11086,TOBRAMYCIN,TOBRAMYCIN,USA,SOLUTION/DROPS;OPHTHALMIC,0.30%
11087,ERYTHROMYCIN STEARATE,ERYTHROMYCIN STEARATE,USA,TABLET;ORAL,EQ 500MG BASE
11088,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,EQ 300MG BASE/ML
11089,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,USA,CAPSULE;ORAL,EQ 50MG BASE
11090,MEFOXIN IN PLASTIC CONTAINER,CEFOXITIN SODIUM,USA,INJECTABLE;INJECTION,EQ 20MG BASE/ML
11091,MEFOXIN IN PLASTIC CONTAINER,CEFOXITIN SODIUM,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11092,CEPHALEXIN,CEPHALEXIN,USA,CAPSULE;ORAL,EQ 250MG BASE
11093,CEPHALEXIN,CEPHALEXIN,USA,CAPSULE;ORAL,EQ 500MG BASE
11094,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,USA,"CAPSULE, COATED PELLETS;ORAL",EQ 100MG BASE
11095,AMPHOTERICIN B,AMPHOTERICIN B,USA,INJECTABLE;INJECTION,50MG/VIAL
11096,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11097,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11098,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL
11099,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 20GM BASE/VIAL
11100,ERYTHROMYCIN,ERYTHROMYCIN,USA,GEL;TOPICAL,2%
11101,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
11102,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
11103,CEFTAZIDIME SODIUM IN PLASTIC CONTAINER,CEFTAZIDIME SODIUM,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11104,CEFTAZIDIME SODIUM IN PLASTIC CONTAINER,CEFTAZIDIME SODIUM,USA,INJECTABLE;INJECTION,EQ 20MG BASE/ML
11105,CEFTAZIDIME SODIUM IN PLASTIC CONTAINER,CEFTAZIDIME SODIUM,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11106,ROCEPHIN,CEFTRIAXONE SODIUM,USA,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL
11107,ROCEPHIN,CEFTRIAXONE SODIUM,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
11108,ROCEPHIN,CEFTRIAXONE SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11109,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
11110,ERYTHROMYCIN LACTOBIONATE,ERYTHROMYCIN LACTOBIONATE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11111,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 50MG BASE/ML
11112,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
11113,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
11114,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
11115,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 50MG BASE/ML
11116,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
11117,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,2MG/ML
11118,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 150MG BASE/ML
11119,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 62.5MG BASE/ML
11120,CEFOTAN,CEFOTETAN DISODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11121,CEFOTAN,CEFOTETAN DISODIUM,USA,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL
11122,CEFIZOX,CEFTIZOXIME SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11123,CEFIZOX,CEFTIZOXIME SODIUM,USA,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL
11124,MONOCID,CEFONICID SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11125,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,USA,SOLUTION;TOPICAL,EQ 1% BASE
11126,NYSTATIN AND TRIAMCINOLONE ACETONIDE,NYSTATIN; TRIAMCINOLONE ACETONIDE,USA,OINTMENT;TOPICAL,"100,000 UNITS/GM;0.1%"
11127,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 50MG BASE/ML
11128,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
11129,VANCOLED,VANCOMYCIN HYDROCHLORIDE,USA,FOR SOLUTION;ORAL,EQ 250MG BASE/5ML
11130,VANCOLED,VANCOMYCIN HYDROCHLORIDE,USA,FOR SOLUTION;ORAL,EQ 500MG BASE/6ML
11131,PENTACEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,1GM/VIAL
11132,PENTACEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,2GM/VIAL
11133,CLINDA-DERM,CLINDAMYCIN PHOSPHATE,USA,SOLUTION;TOPICAL,EQ 1% BASE
11134,CEFOBID,CEFOPERAZONE SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11135,CEFOBID,CEFOPERAZONE SODIUM,USA,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL
11136,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,2MG/ML
11137,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,USA,INJECTABLE;INJECTION,200MG/100ML
11138,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 50MG BASE/ML
11139,AMIKACIN SULFATE,AMIKACIN SULFATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/ML
11140,PENTACEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,1GM/VIAL
11141,PENTACEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,2GM/VIAL
11142,PENTACEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,6GM/VIAL
11143,PENTACEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,10GM/VIAL
11144,AMOXICILLIN,AMOXICILLIN,USA,"TABLET, CHEWABLE;ORAL",250MG
11145,AMOXICILLIN,AMOXICILLIN,USA,"TABLET, CHEWABLE;ORAL",125MG
11146,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 10MG BASE/ML
11147,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11148,NYSTATIN,NYSTATIN,USA,CREAM;TOPICAL,"100,000 UNITS/GM"
11149,TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,USA,INJECTABLE;INJECTION,EQ 40MG BASE/ML
11150,BACITRACIN ZINC AND POLYMYXIN B SULFATE,BACITRACIN ZINC; POLYMYXIN B SULFATE,USA,OINTMENT;OPHTHALMIC,"500 UNITS/GM;10,000 UNITS/GM"
11151,ERYTHROMYCIN,ERYTHROMYCIN,USA,OINTMENT;OPHTHALMIC,0.50%
11152,AMOXICILLIN,AMOXICILLIN,USA,"TABLET, CHEWABLE;ORAL",125MG
11153,AMOXICILLIN,AMOXICILLIN,USA,"TABLET, CHEWABLE;ORAL",250MG
11154,TAZICEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,1GM/VIAL
11155,TAZICEF,CEFTAZIDIME,USA,INJECTABLE;INJECTION,2GM/VIAL
11156,CEFAZOLIN SODIUM,CEFAZOLIN SODIUM,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
11157,CEFUROXIME SODIUM,CEFUROXIME SODIUM,USA,"INJECTABLE;INTRAMUSCULAR, INTRAVENOUS",EQ 750MG BASE/VIAL
11158,CEFUROXIME SODIUM,CEFUROXIME SODIUM,USA,INJECTABLE;INJECTION,EQ 1.5GM BASE/VIAL
11159,CEFUROXIME SODIUM,CEFUROXIME SODIUM,USA,INJECTABLE;INJECTION,EQ 7.5GM BASE/VIAL
11160,ERYTHROMYCIN,ERYTHROMYCIN,USA,SOLUTION;TOPICAL,2%
11161,NYSTATIN,NYSTATIN,USA,SUSPENSION;ORAL,"100,000 UNITS/ML"
